"Crew ID","Crew Name","Event ID","Event Identity","Actual Masters Crew Category","Composite","Composite Code","Submitting Club","Submitting Club Index",
"1001894","GLB-Askin","100625","Mx.MasA.8+","A","N","","Globe Rowing Club","GLB",
"1002903","LRC-Fothergill","100625","Mx.MasA.8+","B","N","","London Rowing Club","LRC",
"1001645","Shoreham","100626","Mx.MasB.8+","B","N","","Shoreham Rowing Club","SHO",
"1001720","A- Toulousain Mix","100626","Mx.MasB.8+","B","N","","Aviron Toulousain","ZAT",
"1001813","PAR-PATTISON","100626","Mx.MasB.8+","B","N","","Parr's Priory Rowing Club","PAR",
"1002207","CSH-TURNBULL","100626","Mx.MasB.8+","B","N","","Sheffield, City Of, Rowing Club","CSH",
"1001468","Henley - Wedgewood","100627","Mx.MasC.8+","C","N","","Henley Rowing Club","HEN",
"1001902","LeicesterMxd","100627","Mx.MasC.8+","C","N","","Leicester Rowing Club","LER",
"1002271","SAN-WILSON","100627","Mx.MasC.8+","C","Y","SAN/MAR/SCP/EHU","St Andrew Boat Club","SAN",
"1002800","ROS-COLLEY","100627","Mx.MasC.8+","C","N","","Ross Rowing Club","ROS",
"1001683","CSW-BRACE","100628","Mx.MasD.8+","D","N","","City of Swansea Rowing Club","CSW",
"1001701","Lincoln Rowing Centre","100628","Mx.MasD.8+","D","N","","Lincoln Rowing Centre","LCN",
"1001791","MIN-SEWELL","100628","Mx.MasD.8+","D","N","","Minerva Bath Rowing Club","MIN",
"1002662","AVN-THORNTON","100628","Mx.MasD.8+","D","N","","Avon County Rowing Club","AVN",
"1003251","UTRC mixed","100628","Mx.MasD.8+","D","Y","UTC/MAR","Upper Thames Rowing Club","UTC",
"1003274","Anc mxd 8","100628","Mx.MasD.8+","D","N","","Ancholme Rowing Club","ANC",
"1001527","Octavius","100629","Mx.MasE.8+","E","N","","Rudergesellschaft Zuerich","",
"1001677","BRD-MYERS","100629","Mx.MasE.8+","E","N","","Bradford Amateur Rowing Club","BRD",
"1001660","Maidenhead Mx F8+","100630","Mx.MasF.8+","F","N","","Maidenhead Rowing Club","MHD",
"1002638","KRC-WILLETT","100630","Mx.MasF.8+","F","Y","KRC/ZCH/ZBN/ZDH","Kingston Rowing Club","KRC",
