"CrewID","EventID","Event Identity","Event Override Name","Division Assigned","Submitting Club Index","Submitting Club","Crew Name","Composite","CompositeCode","CrewLetter","CompetitionNotes","Position In Event","Raw Time","Time","Status","Rowing CRI","Rowing CRI Max","Sculling CRI","Sculling CRI Max","Baseline Rowing CRI","Baseline Rowing CRI Max","Baseline Sculling CRI","Baseline Sculling CRI Max",
"1027135","118804","MasB.1x","Op MasB 1x","","HEN","Henley Rowing Club","HEN-HILLYARD","N","","","","","","","","0","0","58","231","0","0","58","231",
"1027156","118804","MasB.1x","Op MasB 1x","","TRC","Thames Rowing Club","TRC-YATES","N","","A","","","","","","177","708","149","297","177","708","149","297",
"1027163","118804","MasB.1x","Op MasB 1x","","LER","Leicester Rowing Club","LER-SMITH","N","","","","","","","","0","0","555","555","0","0","555","555",
"1027699","118804","MasB.1x","Op MasB 1x","","SON","Sons of the Thames Rowing Club","SON-CROFORD","N","","","","","","","","4","28","0","0","4","28","0","0",
"1027767","118804","MasB.1x","Op MasB 1x","","ETX","Eton Excelsior Rowing Club","ETX-SUTTON","N","","","","","","","","28","112","22","44","28","112","22","44",
"1027784","118804","MasB.1x","Op MasB 1x","","MBC","Molesey Boat Club","MBC-MCLELLAN","N","","","","","","","","185","370","177","177","185","370","177","177",
"1027850","118804","MasB.1x","Op MasB 1x","","TWK","Twickenham Rowing Club","TWK-KOLIMECHKOV","N","","","","","","","","0","0","348","348","0","0","348","348",
"1028009","118804","MasB.1x","Op MasB 1x","","MON","Monmouth Rowing Club","MON-COLLING","N","","L","","","","","","151","173","169","169","151","173","169","169",
"1028180","118804","MasB.1x","Op MasB 1x","","CYG","Cygnet Rowing Club","CYG-PIGUET","N","","","","","","","","69","69","25","49","69","69","25","49",
"1028234","118804","MasB.1x","Op MasB 1x","","MBC","Molesey Boat Club","MBC-MIDDLETON","N","","","","","","","","134","268","108","430","134","268","108","430",
"1028419","118804","MasB.1x","Op MasB 1x","","EXE","Exeter Rowing Club Ltd","EXE-ROWSE","N","","","","","","","","0","0","344","344","0","0","344","344",
"1028440","118804","MasB.1x","Op MasB 1x","","AKN","Auriol Kensington Rowing Club","AKN-VON KALTENBORN","N","","","","","","","","0","0","159","424","0","0","159","424",
"1028763","118804","MasB.1x","Op MasB 1x","","CUR","Curlew Rowing Club","CUR-SCOTT","N","","","","","","","","335","335","0","0","335","335","0","0",
"1028780","118804","MasB.1x","Op MasB 1x","","SON","Sons of the Thames Rowing Club","SON-FODEN","N","","","","","","","","193","221","15","118","193","221","15","118",
"1028862","118804","MasB.1x","Op MasB 1x","","CBR","Bristol, City of, Rowing Club","CBR-Friedemann","N","","","","","","","","129","344","53","209","129","344","53","209",
"1028964","118804","MasB.1x","Op MasB 1x","","UES","Essex, University of, Rowing Club","UES-ZIMMERMAN","N","","A","","","","","","0","0","18","70","0","0","18","70",
"1029114","118804","MasB.1x","Op MasB 1x","","PTR","Putney Town Rowing Club","Hickling","N","","","","","","","","103","137","75","198","103","137","75","198",
"1029655","118804","MasB.1x","Op MasB 1x","","BRX","Broxbourne Rowing Club","BRX-SCORAH","N","","","","","","","","61","242","94","374","61","242","94","374",
"1029714","118804","MasB.1x","Op MasB 1x","","VRC","Vesta Rowing Club","VRC-MCGOVERN","N","","","","","","","","0","0","66","261","0","0","66","261",
"1029738","118804","MasB.1x","Op MasB 1x","","HEN","Henley Rowing Club","HEN-JACOB","N","","","","","","","","0","0","129","172","0","0","129","172",
"1029739","118804","MasB.1x","Op MasB 1x","","HEN","Henley Rowing Club","HEN-HARSANT","N","","","","","","","","21","84","245","245","21","84","245","245",
"1029742","118804","MasB.1x","Op MasB 1x","","HEN","Henley Rowing Club","HEN-ADMIRAAL","N","","","","","","","","187","187","339","339","187","187","339","339",
"1029813","118804","MasB.1x","Op MasB 1x","","PBD","Poplar Blackwall & District Rowing Club","PBD-ANTAR","N","","","","","","","","0","0","49","97","0","0","49","97",
"1026819","118805","MasC.1x","Op MasC 1x","","NST","North Staffordshire Rowing Club","NST-SILVESTER","N","","","","","","","","0","0","105","105","0","0","105","105",
"1026859","118805","MasC.1x","Op MasC 1x","","TTR","Thames Tradesmen's Rowing Club","Reynolds","N","","","","","","","","0","0","0","0","0","0","0","0",
"1027157","118805","MasC.1x","Op MasC 1x","","TRC","Thames Rowing Club","TRC-ANDREESEN","N","","","","","","","","49","131","2","16","49","131","2","16",
"1027162","118805","MasC.1x","Op MasC 1x","","MAR","Marlow Rowing Club","MAR-GARNETT","N","","","","","","","","55","88","1","8","55","88","1","8",
"1027488","118805","MasC.1x","Op MasC 1x","","BLD","Broadland Boat Club","BLD-DAVIES","N","","","","","","","","0","0","33","33","0","0","33","33",
"1027597","118805","MasC.1x","Op MasC 1x","","ETX","Eton Excelsior Rowing Club","ETX-WILLIAMS","N","","","","","","","","5","40","168","168","5","40","168","168",
"1027849","118805","MasC.1x","Op MasC 1x","","UTC","Upper Thames Rowing Club","UTC-SENIOR","N","","","","","","","","394","394","39","104","394","394","39","104",
"1027852","118805","MasC.1x","Op MasC 1x","","MAR","Marlow Rowing Club","MAR-THOMAS","N","","","","","","","","0","0","0","0","0","0","0","0",
"1028179","118805","MasC.1x","Op MasC 1x","","CYG","Cygnet Rowing Club","CYG-PRETZLIK","N","","","","","","","","4","28","2","7","4","28","2","7",
"1028185","118805","MasC.1x","Op MasC 1x","","CYG","Cygnet Rowing Club","CYG-RAE","N","","","","","","","","64","73","22","176","64","73","22","176",
"1028364","118805","MasC.1x","Op MasC 1x","","RDG","Reading Rowing Club","RDG-CONEYBEARE","N","","","","","","","","195","312","52","137","195","312","52","137",
"1028422","118805","MasC.1x","Op MasC 1x","","YRK","York City Rowing Club","YRK-BARON","N","","","","","","","","80","80","144","144","80","80","144","144",
"1028464","118805","MasC.1x","Op MasC 1x","","LRC","London Rowing Club","LRC-GRACE","N","","","","","","","","0","0","0","0","0","0","0","0",
"1028557","118805","MasC.1x","Op MasC 1x","","","Dubai Rowing & Sculling Club","-BRAMLEY","N","","A","","","","","","0","0","0","0","0","0","0","0",
"1028565","118805","MasC.1x","Op MasC 1x","","MAV","Maidstone Invicta Rowing Club","MAV-HUMPHRIS","N","","","","","","","","186","186","305","305","186","186","305","305",
"1028685","118805","MasC.1x","Op MasC 1x","","FSC","Furnivall Sculling Club","FSC-HELLIER","N","","","","","","","","0","0","181","481","0","0","181","481",
"1028727","118805","MasC.1x","Op MasC 1x","","BRX","Broxbourne Rowing Club","BRX-BIELBY","N","","","","","","","","116","186","128","128","116","186","128","128",
"1028729","118805","MasC.1x","Op MasC 1x","","BRX","Broxbourne Rowing Club","BRX-HARRIS","N","","","","","","","","61","242","267","533","61","242","267","533",
"1028756","118805","MasC.1x","Op MasC 1x","","CAB","Cantabrigian Rowing Club","CAB-MORLEY","N","","","","","","","","27","106","147","147","27","106","147","147",
"1028859","118805","MasC.1x","Op MasC 1x","","WAR","Warwick Boat Club","WAR-ROTKOP","N","","","","","","","","0","0","2","16","0","0","2","16",
"1028948","118805","MasC.1x","Op MasC 1x","","ARD","Ardingly Rowing Club","ARD-DOMBROWE","N","","","","","","","","25","49","446","446","25","49","446","446",
"1029128","118805","MasC.1x","Op MasC 1x","","MBC","Molesey Boat Club","MBC-BELLAMY","N","","","","","","","","313","501","4","32","313","501","4","32",
"1029309","118805","MasC.1x","Op MasC 1x","","TSS","Tideway Scullers School","TSS-NEWTON","N","","","","","","","","106","212","104","208","106","212","104","208",
"1029628","118805","MasC.1x","Op MasC 1x","","MBC","Molesey Boat Club","MBC-SHIRLEY","N","","","","","","","","331","530","243","648","331","530","243","648",
"1029652","118805","MasC.1x","Op MasC 1x","","ROB","Rob Roy Boat Club","ROB-GRAF","N","","","","","","","","120","960","198","198","120","960","198","198",
"1029686","118805","MasC.1x","Op MasC 1x","","PTR","Putney Town Rowing Club","PTR-BOILEAU","N","","","","","","","","0","0","257","411","0","0","257","411",
"1029716","118805","MasC.1x","Op MasC 1x","","VRC","Vesta Rowing Club","VRC-GALAVOTTI","N","","","","","","","","444","444","58","230","444","444","58","230",
"1029741","118805","MasC.1x","Op MasC 1x","","HEN","Henley Rowing Club","HEN-RASEK","N","","","","","","","","51","136","120","192","51","136","120","192",
"1026829","118806","MasD.1x","Op MasD 1x","","MHD","Maidenhead Rowing Club","MHD-STOCKDALE","N","","","","","","","","1","8","76","203","1","8","76","203",
"1026863","118806","MasD.1x","Op MasD 1x","","MHD","Maidenhead Rowing Club","MHD-STEEL","N","","","","","","","","180","360","152","152","180","360","152","152",
"1027008","118806","MasD.1x","Op MasD 1x","","ETX","Eton Excelsior Rowing Club","ETX-LEN","N","","","","","","","","28","112","68","68","28","112","68","68",
"1027009","118806","MasD.1x","Op MasD 1x","","ETX","Eton Excelsior Rowing Club","ETX-FULTON","N","","M","","","","","","0","0","45","52","0","0","45","52",
"1027155","118806","MasD.1x","Op MasD 1x","","RAF","Royal Air Force Rowing Club","Tim Ellis","N","","","","","","","","0","0","213","213","0","0","213","213",
"1027261","118806","MasD.1x","Op MasD 1x","","AKN","Auriol Kensington Rowing Club","AKN-WALKER","N","","","","","","","","0","0","5","19","0","0","5","19",
"1027281","118806","MasD.1x","Op MasD 1x","","QBC","Quintin Boat Club","QBC-ALMAND","N","","","","","","","","38","304","26","104","38","304","26","104",
"1027333","118806","MasD.1x","Op MasD 1x","","BEB","Bewl Bridge Rowing Club","BEB-JAHNICH","N","","","","","","","","72","576","426","426","72","576","426","426",
"1027515","118806","MasD.1x","Op MasD 1x","","NST","North Staffordshire Rowing Club","NST-FOSTER","N","","","","","","","","1","6","36","48","1","6","36","48",
"1027674","118806","MasD.1x","Op MasD 1x","","CBR","Bristol, City of, Rowing Club","CBR-DOWNEY","N","","","","","","","","130","260","39","45","130","260","39","45",
"1028006","118806","MasD.1x","Op MasD 1x","","MON","Monmouth Rowing Club","MON-STEWART-WOODS","N","","","","","","","","148","197","283","323","148","197","283","323",
"1028008","118806","MasD.1x","Op MasD 1x","","BEW","Bewdley Rowing Club","BEW-COLLINGRIDGE","N","","","","","","","","13","20","9","23","13","20","9","23",
"1028108","118806","MasD.1x","Op MasD 1x","","TSS","Tideway Scullers School","TSS-BRIDGER","N","","","","","","","","143","143","286","286","143","143","286","286",
"1028109","118806","MasD.1x","Op MasD 1x","","SON","Sons of the Thames Rowing Club","Dave Dangerous","N","","","","","","","","46","368","182","182","46","368","182","182",
"1028295","118806","MasD.1x","Op MasD 1x","","CBR","Bristol, City of, Rowing Club","CBR-KELLY","N","","","","","","","","1","6","15","29","1","6","15","29",
"1028418","118806","MasD.1x","Op MasD 1x","","EXE","Exeter Rowing Club Ltd","EXE-BYRNES","N","","","","","","","","0","0","441","441","0","0","441","441",
"1028677","118806","MasD.1x","Op MasD 1x","","UTC","Upper Thames Rowing Club","UTC-MARKHAM","N","","","","","","","","84","336","71","71","84","336","71","71",
"1028682","118806","MasD.1x","Op MasD 1x","","CRB","Crabtree Boat Club","CRB-POOLEY","N","","A","","","","","","169","676","829","829","169","676","829","829",
"1028730","118806","MasD.1x","Op MasD 1x","","BRX","Broxbourne Rowing Club","BRX-ALEXANDER","N","","","","","","","","79","158","237","473","79","158","237","473",
"1028734","118806","MasD.1x","Op MasD 1x","","BRX","Broxbourne Rowing Club","BRX-O'PUIRSEIL","N","","","","","","","","50","50","13","17","50","50","13","17",
"1028741","118806","MasD.1x","Op MasD 1x","","CYG","Cygnet Rowing Club","CYG-DU PARC BRAHAM","N","","","","","","","","0","0","4","32","0","0","4","32",
"1028858","118806","MasD.1x","Op MasD 1x","","WAR","Warwick Boat Club","WAR-SIDAWAY","N","","","","","","","","0","0","11","30","0","0","11","30",
"1029145","118806","MasD.1x","Op MasD 1x","","FUL","Fulham Reach Boat Club","FUL-ORECCHIA","N","","","","","","","","0","0","0","0","0","0","0","0",
"1029150","118806","MasD.1x","Op MasD 1x","","PBD","Poplar Blackwall & District Rowing Club","PBD Humprey","N","","","","","","","","431","493","277","277","431","493","277","277",
"1029475","118806","MasD.1x","Op MasD 1x","","PAR","Parr's Priory Rowing Club","Akos Forczek","N","","","","","","","","0","0","44","59","0","0","44","59",
"1029583","118806","MasD.1x","Op MasD 1x","","WBK","Walbrook Rowing Club","WBK-LUKES","N","","","","","","","","72","143","150","150","72","143","150","150",
"1029681","118806","MasD.1x","Op MasD 1x","","TKC","Team Keane Sculling School","Diego","N","","","","","","","","0","0","31","42","0","0","31","42",
"1029695","118806","MasD.1x","Op MasD 1x","","VRC","Vesta Rowing Club","VRC-MAYNARD","N","","","","","","","","48","192","82","110","48","192","82","110",
"1029699","118806","MasD.1x","Op MasD 1x","","MED","Medway Towns Rowing Club","MED-MITCHELHILL","N","","","","","","","","2","16","57","57","2","16","57","57",
"1029820","118806","MasD.1x","Op MasD 1x","","CBR","Bristol, City of, Rowing Club","CBR-PEAKE","N","","","","","","","","6","15","15","29","6","15","15","29",
"1026874","118807","MasE.1x","Op MasE 1x","","WYC","Wycliffe College Boat Club","tone","N","","","","","","","","0","0","84","84","0","0","84","84",
"1026964","118807","MasE.1x","Op MasE 1x","","MAR","Marlow Rowing Club","MAR-GALBRAITH","N","","","","","","","","72","83","5","14","72","83","5","14",
"1026979","118807","MasE.1x","Op MasE 1x","","MAR","Marlow Rowing Club","MAR-LANDERS","N","","","","","","","","43","43","6","24","43","43","6","24",
"1026984","118807","MasE.1x","Op MasE 1x","","TRC","Thames Rowing Club","TRC-MCCONNELL","N","","","","","","","","29","232","0","0","29","232","0","0",
"1026990","118807","MasE.1x","Op MasE 1x","","NWK","Newark Rowing Club","NWK-PRICE","N","","","","","","","","146","146","457","457","146","146","457","457",
"1027018","118807","MasE.1x","Op MasE 1x","","QBC","Quintin Boat Club","QBC-AQUILINA","N","","","","","","","","520","520","142","163","520","520","142","163",
"1027024","118807","MasE.1x","Op MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MORRIS J","N","","","","","","","","72","576","259","259","72","576","259","259",
"1027053","118807","MasE.1x","Op MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MAUNSELL","N","","","","","","","","72","576","134","134","72","576","134","134",
"1027475","118807","MasE.1x","Op MasE 1x","","MAR","Marlow Rowing Club","MAR-PARSONS","N","","","","","","","","106","106","8","20","106","106","8","20",
"1027547","118807","MasE.1x","Op MasE 1x","","CHA","Champion Of The Thames (Cambridge) RC","CHA-MILLAR","N","","","","","","","","0","0","105","105","0","0","105","105",
"1027689","118807","MasE.1x","Op MasE 1x","","BNT","Bentham Boat Club","BNT-BATES","N","","","","","","","","98","261","108","108","98","261","108","108",
"1027715","118807","MasE.1x","Op MasE 1x","","UPT","Upton Rowing Club","UPT-SCRIVENER","N","","","","","","","","306","350","120","120","306","350","120","120",
"1027806","118807","MasE.1x","Op MasE 1x","","PTR","Putney Town Rowing Club","PTR-DE MARIA","N","","","","","","","","152","152","41","47","152","152","41","47",
"1027807","118807","MasE.1x","Op MasE 1x","","PTR","Putney Town Rowing Club","PTR-DEBOIS","N","","","","","","","","65","75","84","84","65","75","84","84",
"1027815","118807","MasE.1x","Op MasE 1x","","MBC","Molesey Boat Club","MBC-SNELLING","N","","","","","","","","189","303","41","82","189","303","41","82",
"1027976","118807","MasE.1x","Op MasE 1x","","UTC","Upper Thames Rowing Club","UTC-SHIMMIN","N","","","","","","","","421","421","371","424","421","421","371","424",
"1028049","118807","MasE.1x","Op MasE 1x","","NOR","Norwich Rowing Club","NOR-CONWAY","N","","","","","","","","0","0","151","151","0","0","151","151",
"1028196","118807","MasE.1x","Op MasE 1x","","CYG","Cygnet Rowing Club","CYG-PUGH","N","","","","","","","","77","77","14","37","77","77","14","37",
"1028374","118807","MasE.1x","Op MasE 1x","","SON","Sons of the Thames Rowing Club","SON-WHITTLE","N","","","","","","","","47","188","112","112","47","188","112","112",
"1028551","118807","MasE.1x","Op MasE 1x","","LRC","London Rowing Club","LRC-HALFORD","N","","","","","","","","260","520","0","0","260","520","0","0",
"1028562","118807","MasE.1x","Op MasE 1x","","MHD","Maidenhead Rowing Club","MHD-HUDSON","N","","","","","","","","0","0","139","139","0","0","139","139",
"1028591","118807","MasE.1x","Op MasE 1x","","NOR","Norwich Rowing Club","NOR-DAVIES","N","","","","","","","","4","10","71","113","4","10","71","113",
"1028662","118807","MasE.1x","Op MasE 1x","","WLT","Walton Rowing Club","thiemann","N","","","","","","","","269","359","57","150","269","359","57","150",
"1028676","118807","MasE.1x","Op MasE 1x","","GRT","Granta Boat Club","piers copham","N","","","","","","","","11","86","79","79","11","86","79","79",
"1028686","118807","MasE.1x","Op MasE 1x","","NOR","Norwich Rowing Club","NOR-AUDINIS","N","","","","","","","","0","0","213","213","0","0","213","213",
"1028733","118807","MasE.1x","Op MasE 1x","","BRX","Broxbourne Rowing Club","BRX-CROOK","N","","","","","","","","218","218","33","53","218","218","33","53",
"1028986","118807","MasE.1x","Op MasE 1x","","TSS","Tideway Scullers School","TSS-PRIESTLEY","N","","","","","","","","207","237","5","38","207","237","5","38",
"1029012","118807","MasE.1x","Op MasE 1x","","HOL","Hollingworth Lake Rowing Club","HOL-BOOTH","N","","","","","","","","1","8","417","417","1","8","417","417",
"1029013","118807","MasE.1x","Op MasE 1x","","HOL","Hollingworth Lake Rowing Club","HOL-LAWTON","N","","","","","","","","0","0","419","419","0","0","419","419",
"1029038","118807","MasE.1x","Op MasE 1x","","GLR","Gloucester Rowing Club","GLR-LOWE","N","","","","","","","","0","0","5","40","0","0","5","40",
"1029156","118807","MasE.1x","Op MasE 1x","","UTC","Upper Thames Rowing Club","UTRC Hope D","N","","","","","","","","243","243","209","209","243","243","209","209",
"1029248","118807","MasE.1x","Op MasE 1x","","TSS","Tideway Scullers School","TSS-EARNSHAW","N","","","","","","","","22","176","0","0","22","176","0","0",
"1029674","118807","MasE.1x","Op MasE 1x","","WBK","Walbrook Rowing Club","WBK-Thomas","N","","E","","","","","","115","115","225","225","115","115","225","225",
"1029705","118807","MasE.1x","Op MasE 1x","","WLT","Walton Rowing Club","WLT-Adey","N","","","","","","","","14","56","177","284","14","56","177","284",
"1029711","118807","MasE.1x","Op MasE 1x","","TWK","Twickenham Rowing Club","TWK McCarter","N","","A","","","","","","97","259","129","172","97","259","129","172",
"1026828","118808","MasF.1x","Op MasF 1x","","MHD","Maidenhead Rowing Club","MHD-FRICKER","N","","","","","","","","6","22","22","44","6","22","22","44",
"1027016","118808","MasF.1x","Op MasF 1x","","QBC","Quintin Boat Club","QBC-HARRISON","N","","","","","","","","132","352","242","277","132","352","242","277",
"1027101","118808","MasF.1x","Op MasF 1x","","SNE","St Neots Rowing Club","J Farrell","N","","O","","","","","","9","36","65","65","9","36","65","65",
"1027159","118808","MasF.1x","Op MasF 1x","","TRC","Thames Rowing Club","TRC-WATKISS","N","","","","","","","","150","172","55","88","150","172","55","88",
"1027245","118808","MasF.1x","Op MasF 1x","","WLT","Walton Rowing Club","WLT-BISHOP","N","","","","","","","","0","0","181","181","0","0","181","181",
"1027247","118808","MasF.1x","Op MasF 1x","","MAR","Marlow Rowing Club","MAR-DRISCOLL","N","","","","","","","","101","101","0","0","101","101","0","0",
"1027248","118808","MasF.1x","Op MasF 1x","","MAR","Marlow Rowing Club","MAR-PICKIN","N","","","","","","","","2","6","54","62","2","6","54","62",
"1027278","118808","MasF.1x","Op MasF 1x","","FSC","Furnivall Sculling Club","FSC-FERRIS","N","","","","","","","","114","228","0","0","114","228","0","0",
"1027287","118808","MasF.1x","Op MasF 1x","","QBC","Quintin Boat Club","QBC-MEANEY","N","","","","","","","","204","233","3","24","204","233","3","24",
"1027690","118808","MasF.1x","Op MasF 1x","","BNT","Bentham Boat Club","BNT-BAILEY","N","","","","","","","","6","48","57","113","6","48","57","113",
"1027694","118808","MasF.1x","Op MasF 1x","","ABN","Abingdon Rowing Club","ABN-BAKER","N","","","","","","","","202","202","92","92","202","202","92","92",
"1027782","118808","MasF.1x","Op MasF 1x","","MBC","Molesey Boat Club","MBC-RASPIN","N","","","","","","","","120","320","66","66","120","320","66","66",
"1027887","118808","MasF.1x","Op MasF 1x","","TSS","Tideway Scullers School","TSS-ALLOWAY","N","","","","","","","","156","312","106","141","156","312","106","141",
"1028463","118808","MasF.1x","Op MasF 1x","","LRC","London Rowing Club","LRC-SMITHSON","N","","","","","","","","144","165","9","17","144","165","9","17",
"1028654","118808","MasF.1x","Op MasF 1x","","TSS","Tideway Scullers School","TSS-BEST","N","","","","","","","","126","126","164","164","126","126","164","164",
"1028731","118808","MasF.1x","Op MasF 1x","","BRX","Broxbourne Rowing Club","BRX-BATEY","N","","","","","","","","0","0","12","23","0","0","12","23",
"1028786","118808","MasF.1x","Op MasF 1x","","LRC","London Rowing Club","LRC-METCALF","N","","","","","","","","0","0","0","0","0","0","0","0",
"1028951","118808","MasF.1x","Op MasF 1x","","ARD","Ardingly Rowing Club","ARD-RADOSEVIC","N","","","","","","","","95","95","253","253","95","95","253","253",
"1028953","118808","MasF.1x","Op MasF 1x","","ARD","Ardingly Rowing Club","ARD-BANKS","N","","","","","","","","95","95","201","201","95","95","201","201",
"1028971","118808","MasF.1x","Op MasF 1x","","GLR","Gloucester Rowing Club","GLR-THORNTON","N","","","","","","","","73","73","34","34","73","73","34","34",
"1029014","118808","MasF.1x","Op MasF 1x","","HOL","Hollingworth Lake Rowing Club","HOL-PRICE","N","","","","","","","","117","117","433","433","117","117","433","433",
"1029015","118808","MasF.1x","Op MasF 1x","","HOL","Hollingworth Lake Rowing Club","HOL-CLAY","N","","","","","","","","29","116","36","72","29","116","36","72",
"1029057","118808","MasF.1x","Op MasF 1x","","TKC","Team Keane Sculling School","TKC-MARSDEN","N","","","","","","","","11","29","8","15","11","29","8","15",
"1029107","118808","MasF.1x","Op MasF 1x","","MHD","Maidenhead Rowing Club","MHD-RICHARDS","N","","","","","","","","51","102","91","91","51","102","91","91",
"1029297","118808","MasF.1x","Op MasF 1x","","MAV","Maidstone Invicta Rowing Club","MAV-PHILLIPS","N","","","","","","","","15","24","62","62","15","24","62","62",
"1029624","118808","MasF.1x","Op MasF 1x","","TSS","Tideway Scullers School","TSS-O'NEILL","N","","","","","","","","36","288","9","17","36","288","9","17",
"1029672","118808","MasF.1x","Op MasF 1x","","MBC","Molesey Boat Club","MBC-CROSS","N","","","","","","","","3","22","27","214","3","22","27","214",
"1027054","118809","MasG.1x","Op MasG 1x","","ZBF","Belfast Boat Club","Stephen Lockwood","N","","Z","","","","","","32","128","2","16","32","128","2","16",
"1027645","118809","MasG.1x","Op MasG 1x","","PTR","Putney Town Rowing Club","PTR-ADAMS","N","","","","","","","","57","57","40","80","57","57","40","80",
"1027646","118809","MasG.1x","Op MasG 1x","","PTR","Putney Town Rowing Club","PTR-ROSE","N","","","","","","","","19","22","36","36","19","22","36","36",
"1027915","118809","MasG.1x","Op MasG 1x","","TSS","Tideway Scullers School","TSS-SWIFT","N","","","","","","","","193","386","93","93","193","386","93","93",
"1028011","118809","MasG.1x","Op MasG 1x","","VRC","Vesta Rowing Club","VRC-MEW","N","","","","","","","","151","151","95","95","151","151","95","95",
"1028219","118809","MasG.1x","Op MasG 1x","","DAT","Dart-Totnes Amateur Rowing Club","DAT-STEWART","N","","","","","","","","68","544","46","123","68","544","46","123",
"1028680","118809","MasG.1x","Op MasG 1x","","PBD","Poplar Blackwall & District Rowing Club","Milligan","N","","","","","","","","1","6","36","36","1","6","36","36",
"1029037","118809","MasG.1x","Op MasG 1x","","GLR","Gloucester Rowing Club","GLR-VENN","N","","","","","","","","57","76","54","62","57","76","54","62",
"1029290","118809","MasG.1x","Op MasG 1x","","TSS","Tideway Scullers School","TSS-WATTS","N","","","","","","","","218","349","87","100","218","349","87","100",
"1027021","118810","MasH.1x","Op MasH 1x","","QBC","Quintin Boat Club","QBC-BISHOP","N","","","","","","","","58","155","76","101","58","155","76","101",
"1027158","118810","MasH.1x","Op MasH 1x","","TRC","Thames Rowing Club","TRC-GARNER","N","","","","","","","","0","0","0","0","0","0","0","0",
"1027396","118810","MasH.1x","Op MasH 1x","","WRC","Wallingford Rowing Club","WRC-MORRIS","N","","","","","","","","0","0","0","0","0","0","0","0",
"1027397","118810","MasH.1x","Op MasH 1x","","WRC","Wallingford Rowing Club","WRC-PARRY","N","","","","","","","","61","162","132","132","61","162","132","132",
"1028220","118810","MasH.1x","Op MasH 1x","","DAT","Dart-Totnes Amateur Rowing Club","DAT-HARRIS","N","","","","","","","","68","544","31","49","68","544","31","49",
"1028539","118810","MasH.1x","Op MasH 1x","","LEA","Lea Rowing Club","LEA-MEARS","N","","","","","","","","0","0","2","16","0","0","2","16",
"1029509","118810","MasH.1x","Op MasH 1x","","CTW","Cotswold Rowing Club","CTW-DAWS","N","","","","","","","","94","376","8","32","94","376","8","32",
"1029531","118811","MasI.1x","Op MasI 1x","","BTC","B T C  (Southampton) Rowing Club","BTC-GREEN","N","","","","","","","","0","0","116","116","0","0","116","116",
"1027342","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WES","Westminster School Boat Club","WES-COWLING","N","","","","","","","","500","500","514","514","500","500","514","514",
"1027344","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WES","Westminster School Boat Club","WES-SWANN","N","","","","","","","","557","557","433","433","557","557","433","433",
"1027345","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WES","Westminster School Boat Club","WES-MIDDLETON","N","","","","","","","","346","461","572","572","346","461","572","572",
"1027349","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WES","Westminster School Boat Club","WES-DEETMAN","N","","","","","","","","323","369","438","438","323","369","438","438",
"1027351","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WES","Westminster School Boat Club","WES-BARROW","N","","","","","","","","154","246","312","499","154","246","312","499",
"1027367","118797","Sch/Jun.1x","Op Sch/Jun 1x","","TSS","Tideway Scullers School","TSS-JOSS","N","","","","","","","","231","231","632","632","231","231","632","632",
"1027370","118797","Sch/Jun.1x","Op Sch/Jun 1x","","TSS","Tideway Scullers School","TSS-LEWIS","N","","","","","","","","7","28","99","99","7","28","99","99",
"1027530","118797","Sch/Jun.1x","Op Sch/Jun 1x","","GLB","Globe Rowing Club","GLB-OFFILER","N","","A","","","","","","2","16","547","547","2","16","547","547",
"1027531","118797","Sch/Jun.1x","Op Sch/Jun 1x","","GLB","Globe Rowing Club","GLB-RICHARDSON","N","","B","","","","","","2","16","349","349","2","16","349","349",
"1028005","118797","Sch/Jun.1x","Op Sch/Jun 1x","","CHE","Cheltenham College Boat Club","CHE-OGLINA","N","","","","","","","","4","11","20","160","4","11","20","160",
"1028151","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SPS","St Pauls School Boat Club","SPS-TARCZY","N","","","","","","","","814","814","256","342","814","814","256","342",
"1028153","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SPS","St Pauls School Boat Club","SPS-LANGSTONE-BOLT-2","N","","","","","","","","914","914","199","531","914","914","199","531",
"1028158","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SPS","St Pauls School Boat Club","SPS-MATTMOE","N","","","","","","","","488","488","145","193","488","488","145","193",
"1028277","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SPS","St Pauls School Boat Club","SPS-DEERING","N","","","","","","","","842","842","142","189","842","842","142","189",
"1028281","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SPS","St Pauls School Boat Club","SPS-SMITH","N","","","","","","","","63","252","153","204","63","252","153","204",
"1028566","118797","Sch/Jun.1x","Op Sch/Jun 1x","","MAV","Maidstone Invicta Rowing Club","MAV-HUMPHRIS-2","N","","","","","","","","58","66","30","30","58","66","30","30",
"1028567","118797","Sch/Jun.1x","Op Sch/Jun 1x","","MAV","Maidstone Invicta Rowing Club","MAV-ROSE","N","","","","","","","","92","92","63","63","92","92","63","63",
